id,first_name,last_name,email,gender,absence_days,extracurricular_activities,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Full Name,Overall Percentage,Grade,Rank,Strongest Subject,Weakest Subject
1638,Jennifer,Stewart,jennifer.stewart.1638@gslingacademy.com,female,1,True,70,96,60,87,92,63,95,Jennifer Stewart,80.42857142857143,B,1077,History,Physics
1639,James,Compton,james.compton.1639@gslingacademy.com,male,2,False,90,90,93,87,93,99,100,James Compton,93.14285714285714,A,46,Geography,Chemistry
1640,David,Bates,david.bates.1640@gslingacademy.com,male,1,False,69,78,80,60,76,86,96,David Bates,77.85714285714286,C,1432,Geography,Chemistry
1641,Stephanie,Green,stephanie.green.1641@gslingacademy.com,female,2,False,89,90,72,98,96,84,87,Stephanie Green,88.0,B,243,Chemistry,Physics
1642,Garrett,Nichols,garrett.nichols.1642@gslingacademy.com,male,2,True,86,99,90,61,66,96,87,Garrett Nichols,83.57142857142857,B,615,History,Chemistry
1643,Erica,Lopez,erica.lopez.1643@gslingacademy.com,female,5,False,80,61,89,98,73,90,88,Erica Lopez,82.71428571428571,B,730,Chemistry,History
1644,Lisa,Benitez,lisa.benitez.1644@gslingacademy.com,female,4,False,93,77,85,95,60,99,67,Lisa Benitez,82.28571428571429,B,789,English,Biology
1645,Cheryl,Gutierrez,cheryl.gutierrez.1645@gslingacademy.com,female,5,False,87,91,86,96,65,77,83,Cheryl Gutierrez,83.57142857142857,B,615,Chemistry,Biology
1646,Stephen,Hawkins,stephen.hawkins.1646@gslingacademy.com,male,7,False,86,88,96,86,87,99,80,Stephen Hawkins,88.85714285714286,B,208,English,Geography
1647,Natalie,Williams,natalie.williams.1647@gslingacademy.com,female,4,True,87,80,97,98,91,64,97,Natalie Williams,87.71428571428571,B,260,Chemistry,English
1648,Anthony,Arnold,anthony.arnold.1648@gslingacademy.com,male,2,False,96,83,97,100,85,92,69,Anthony Arnold,88.85714285714286,B,208,Chemistry,Geography
1649,Deanna,Coleman,deanna.coleman.1649@gslingacademy.com,female,5,False,90,89,70,90,83,82,87,Deanna Coleman,84.42857142857143,B,515,Math,Physics
1650,Lisa,Barber,lisa.barber.1650@gslingacademy.com,female,5,False,89,65,65,91,76,91,92,Lisa Barber,81.28571428571429,B,957,Geography,History
1651,Stephanie,Miller,stephanie.miller.1651@gslingacademy.com,female,6,False,98,62,75,72,81,73,93,Stephanie Miller,79.14285714285714,C,1264,Math,History
1652,Amy,White,amy.white.1652@gslingacademy.com,female,3,False,99,100,87,96,93,92,88,Amy White,93.57142857142857,A,34,History,Physics
1653,Beverly,Chavez,beverly.chavez.1653@gslingacademy.com,female,9,True,99,65,100,93,91,60,83,Beverly Chavez,84.42857142857143,B,515,Physics,English
1654,Richard,Cortez,richard.cortez.1654@gslingacademy.com,male,3,False,55,81,72,100,87,85,94,Richard Cortez,82.0,B,832,Chemistry,Math
1655,Kevin,Morgan,kevin.morgan.1655@gslingacademy.com,male,1,False,86,87,64,74,60,89,84,Kevin Morgan,77.71428571428571,C,1446,English,Biology
1656,Emily,Hebert,emily.hebert.1656@gslingacademy.com,female,4,False,89,65,60,70,86,62,74,Emily Hebert,72.28571428571429,C,1848,Math,Physics
1657,Lori,Roberts,lori.roberts.1657@gslingacademy.com,female,2,True,94,97,90,93,85,95,92,Lori Roberts,92.28571428571429,A,73,History,Biology
1658,Robert,Kirby,robert.kirby.1658@gslingacademy.com,male,1,False,85,61,100,75,70,89,80,Robert Kirby,80.0,B,1134,Physics,History
1659,Eric,Ross,eric.ross.1659@gslingacademy.com,male,0,False,78,70,90,68,90,87,77,Eric Ross,80.0,B,1134,Physics,Chemistry
1660,Rachael,Perry,rachael.perry.1660@gslingacademy.com,female,2,False,75,67,64,80,79,77,80,Rachael Perry,74.57142857142857,C,1739,Chemistry,Physics
1661,Kenneth,Gallagher,kenneth.gallagher.1661@gslingacademy.com,male,2,True,82,61,89,88,74,78,72,Kenneth Gallagher,77.71428571428571,C,1446,Physics,History
1662,Thomas,Scott,thomas.scott.1662@gslingacademy.com,male,6,False,41,53,64,62,79,50,65,Thomas Scott,59.142857142857146,F,1999,Biology,Math
1663,Elizabeth,Jones,elizabeth.jones.1663@gslingacademy.com,female,5,False,44,79,83,50,52,79,96,Elizabeth Jones,69.0,D,1927,Geography,Math
1664,Matthew,Bartlett,matthew.bartlett.1664@gslingacademy.com,male,5,True,81,94,61,86,72,97,82,Matthew Bartlett,81.85714285714286,B,864,English,Physics
1665,Kendra,Perez,kendra.perez.1665@gslingacademy.com,female,6,False,77,90,74,65,100,76,80,Kendra Perez,80.28571428571429,B,1099,Biology,Chemistry
1666,Daniel,Brewer,daniel.brewer.1666@gslingacademy.com,male,2,False,97,97,70,94,66,83,66,Daniel Brewer,81.85714285714286,B,864,Math,Biology
1667,Cody,Tyler,cody.tyler.1667@gslingacademy.com,male,5,False,66,83,79,65,57,61,86,Cody Tyler,71.0,C,1888,Geography,Biology
1668,Nicholas,Conrad,nicholas.conrad.1668@gslingacademy.com,male,7,False,91,96,96,90,97,85,98,Nicholas Conrad,93.28571428571429,A,43,Geography,English
1669,Emma,Morris,emma.morris.1669@gslingacademy.com,female,8,False,76,84,95,66,84,74,64,Emma Morris,77.57142857142857,C,1464,Physics,Geography
1670,David,Brown,david.brown.1670@gslingacademy.com,male,4,False,97,93,60,90,85,72,83,David Brown,82.85714285714286,B,709,Math,Physics
1671,Charlotte,Zuniga,charlotte.zuniga.1671@gslingacademy.com,female,8,False,83,94,93,62,92,98,94,Charlotte Zuniga,88.0,B,243,English,Chemistry
1672,Luis,Knight,luis.knight.1672@gslingacademy.com,male,1,True,98,83,93,73,100,82,81,Luis Knight,87.14285714285714,B,298,Biology,Chemistry
1673,Matthew,Moore,matthew.moore.1673@gslingacademy.com,male,3,False,91,88,88,91,85,95,88,Matthew Moore,89.42857142857143,B,179,English,Biology
1674,Jennifer,Chan,jennifer.chan.1674@gslingacademy.com,female,3,False,82,84,93,89,88,76,98,Jennifer Chan,87.14285714285714,B,298,Geography,English
1675,Christopher,Evans,christopher.evans.1675@gslingacademy.com,male,5,False,77,86,62,85,72,98,90,Christopher Evans,81.42857142857143,B,937,English,Physics
1676,Tara,Haynes,tara.haynes.1676@gslingacademy.com,female,3,False,95,98,76,61,87,72,100,Tara Haynes,84.14285714285714,B,548,Geography,Chemistry
1677,Jason,Flores,jason.flores.1677@gslingacademy.com,male,4,False,80,76,71,62,92,99,77,Jason Flores,79.57142857142857,C,1200,English,Chemistry
1678,David,Flores,david.flores.1678@gslingacademy.com,male,7,False,89,79,97,61,64,79,72,David Flores,77.28571428571429,C,1493,Physics,Chemistry
1679,Patricia,Rivera,patricia.rivera.1679@gslingacademy.com,female,3,True,69,87,91,82,86,77,80,Patricia Rivera,81.71428571428571,B,890,Physics,Math
1680,Alexis,Freeman,alexis.freeman.1680@gslingacademy.com,female,2,False,76,72,58,66,66,62,60,Alexis Freeman,65.71428571428571,D,1979,Math,Physics
1681,Scott,Baxter,scott.baxter.1681@gslingacademy.com,male,1,False,85,97,95,97,98,84,94,Scott Baxter,92.85714285714286,A,56,Biology,English
1682,Kyle,Rubio,kyle.rubio.1682@gslingacademy.com,male,3,False,79,100,72,89,68,99,76,Kyle Rubio,83.28571428571429,B,655,History,Biology
1683,Nancy,Montes,nancy.montes.1683@gslingacademy.com,female,1,False,85,76,63,62,74,82,96,Nancy Montes,76.85714285714286,C,1537,Geography,Chemistry
1684,Andre,Graham,andre.graham.1684@gslingacademy.com,male,7,False,78,69,87,93,83,94,75,Andre Graham,82.71428571428571,B,730,English,History
1685,Christine,Rivera,christine.rivera.1685@gslingacademy.com,female,0,True,62,91,86,88,80,62,75,Christine Rivera,77.71428571428571,C,1446,History,Math
1686,William,Holt,william.holt.1686@gslingacademy.com,male,1,False,93,86,61,71,98,79,87,William Holt,82.14285714285714,B,807,Biology,Physics
1687,Tammy,Morris,tammy.morris.1687@gslingacademy.com,female,3,False,94,76,100,60,80,94,61,Tammy Morris,80.71428571428571,B,1035,Physics,Chemistry
1688,Kimberly,Bates,kimberly.bates.1688@gslingacademy.com,female,3,False,95,83,94,83,75,99,75,Kimberly Bates,86.28571428571429,B,353,English,Biology
1689,Sheena,Murphy,sheena.murphy.1689@gslingacademy.com,female,6,False,81,67,93,65,87,84,79,Sheena Murphy,79.42857142857143,C,1224,Physics,Chemistry
1690,Robert,Mccall,robert.mccall.1690@gslingacademy.com,male,4,False,87,100,60,99,45,73,86,Robert Mccall,78.57142857142857,C,1338,History,Biology
1691,Julie,Floyd,julie.floyd.1691@gslingacademy.com,female,10,False,55,86,54,78,55,60,88,Julie Floyd,68.0,D,1944,Geography,Physics
1692,Barry,Taylor,barry.taylor.1692@gslingacademy.com,male,8,False,77,71,68,53,70,72,69,Barry Taylor,68.57142857142857,D,1935,Math,Chemistry
1693,Dennis,Gonzalez,dennis.gonzalez.1693@gslingacademy.com,male,1,False,82,79,60,80,65,64,71,Dennis Gonzalez,71.57142857142857,C,1872,Math,Physics
1694,Angel,Williams,angel.williams.1694@gslingacademy.com,male,6,False,81,97,88,81,63,88,67,Angel Williams,80.71428571428571,B,1035,History,Biology
1695,Ronald,Palmer,ronald.palmer.1695@gslingacademy.com,male,0,False,99,70,86,61,70,90,66,Ronald Palmer,77.42857142857143,C,1478,Math,Chemistry
1696,Dustin,Stanley,dustin.stanley.1696@gslingacademy.com,male,5,True,87,77,64,84,84,94,80,Dustin Stanley,81.42857142857143,B,937,English,Physics
1697,Jennifer,Lewis,jennifer.lewis.1697@gslingacademy.com,female,8,False,94,62,100,87,91,89,93,Jennifer Lewis,88.0,B,243,Physics,History
1698,Mark,Gardner,mark.gardner.1698@gslingacademy.com,male,2,False,98,92,91,89,95,92,90,Mark Gardner,92.42857142857143,A,68,Math,Chemistry
1699,Laura,Barber,laura.barber.1699@gslingacademy.com,female,2,True,97,89,76,61,91,91,70,Laura Barber,82.14285714285714,B,807,Math,Chemistry
1700,Nicole,Weeks,nicole.weeks.1700@gslingacademy.com,female,1,False,83,81,70,90,73,89,87,Nicole Weeks,81.85714285714286,B,864,Chemistry,Physics
1701,Ricky,Walker,ricky.walker.1701@gslingacademy.com,male,0,False,92,92,92,66,90,68,66,Ricky Walker,80.85714285714286,B,1019,Math,Chemistry
1702,Whitney,Walls,whitney.walls.1702@gslingacademy.com,female,1,False,100,74,80,84,85,82,74,Whitney Walls,82.71428571428571,B,730,Math,History
1703,Catherine,May,catherine.may.1703@gslingacademy.com,female,4,False,86,69,79,85,63,82,77,Catherine May,77.28571428571429,C,1493,Math,Biology
1704,Joel,Williams,joel.williams.1704@gslingacademy.com,male,8,False,48,80,73,67,84,99,83,Joel Williams,76.28571428571429,C,1595,English,Math
1705,Daisy,Ellis,daisy.ellis.1705@gslingacademy.com,female,7,True,69,56,71,84,52,71,88,Daisy Ellis,70.14285714285714,C,1907,Geography,Biology
1706,Deborah,Miller,deborah.miller.1706@gslingacademy.com,female,2,False,73,84,97,64,87,82,70,Deborah Miller,79.57142857142857,C,1200,Physics,Chemistry
1707,David,Hoffman,david.hoffman.1707@gslingacademy.com,male,3,False,82,81,78,95,60,88,72,David Hoffman,79.42857142857143,C,1224,Chemistry,Biology
1708,Rebecca,Pearson,rebecca.pearson.1708@gslingacademy.com,female,3,True,90,96,89,88,94,73,77,Rebecca Pearson,86.71428571428571,B,325,History,English
1709,Mitchell,Walker,mitchell.walker.1709@gslingacademy.com,male,5,True,85,66,61,85,75,94,76,Mitchell Walker,77.42857142857143,C,1478,English,Physics
1710,James,Sherman,james.sherman.1710@gslingacademy.com,male,2,False,82,73,64,95,87,73,99,James Sherman,81.85714285714286,B,864,Geography,Physics
1711,Justin,Johnson,justin.johnson.1711@gslingacademy.com,male,4,False,80,61,96,89,96,61,80,Justin Johnson,80.42857142857143,B,1077,Physics,History
1712,Brenda,Morales,brenda.morales.1712@gslingacademy.com,female,10,True,41,53,98,67,61,83,97,Brenda Morales,71.42857142857143,C,1875,Physics,Math
1713,Jesse,Melton,jesse.melton.1713@gslingacademy.com,male,1,False,99,93,88,92,99,94,95,Jesse Melton,94.28571428571429,A,17,Math,Physics
1714,Jon,Mendoza,jon.mendoza.1714@gslingacademy.com,male,2,False,95,95,92,61,63,81,100,Jon Mendoza,83.85714285714286,B,583,Geography,Chemistry
1715,Samantha,Anderson,samantha.anderson.1715@gslingacademy.com,female,6,False,76,69,100,88,65,96,70,Samantha Anderson,80.57142857142857,B,1056,Physics,Biology
1716,Lindsay,Love,lindsay.love.1716@gslingacademy.com,female,1,False,91,92,81,98,88,76,99,Lindsay Love,89.28571428571429,B,187,Geography,English
1717,John,Benson,john.benson.1717@gslingacademy.com,male,5,False,98,75,69,65,67,79,72,John Benson,75.0,C,1704,Math,Chemistry
1718,Isaiah,Cruz,isaiah.cruz.1718@gslingacademy.com,male,6,False,90,71,93,73,80,78,69,Isaiah Cruz,79.14285714285714,C,1264,Physics,Geography
1719,Brian,Baker,brian.baker.1719@gslingacademy.com,male,3,True,85,68,73,94,88,86,77,Brian Baker,81.57142857142857,B,915,Chemistry,History
1720,Joshua,Dillon,joshua.dillon.1720@gslingacademy.com,male,5,False,100,97,94,87,89,91,100,Joshua Dillon,94.0,A,24,Math,Chemistry
1721,Christopher,Stephens,christopher.stephens.1721@gslingacademy.com,male,4,False,77,81,80,95,80,74,80,Christopher Stephens,81.0,B,994,Chemistry,English
1722,Kimberly,Shaw,kimberly.shaw.1722@gslingacademy.com,female,10,False,92,98,60,74,63,89,80,Kimberly Shaw,79.42857142857143,C,1224,History,Physics
1723,Colleen,Vargas,colleen.vargas.1723@gslingacademy.com,female,9,False,53,87,60,94,93,65,88,Colleen Vargas,77.14285714285714,C,1513,Chemistry,Math
1724,Mark,Mathews,mark.mathews.1724@gslingacademy.com,male,6,False,79,74,78,97,87,85,79,Mark Mathews,82.71428571428571,B,730,Chemistry,History
1725,Teresa,Lopez,teresa.lopez.1725@gslingacademy.com,female,2,False,85,89,72,80,99,94,90,Teresa Lopez,87.0,B,309,Biology,Physics
1726,Laura,Allen,laura.allen.1726@gslingacademy.com,female,1,False,99,85,60,81,75,78,78,Laura Allen,79.42857142857143,C,1224,Math,Physics
1727,Lisa,Sosa,lisa.sosa.1727@gslingacademy.com,female,1,True,99,91,73,77,81,75,90,Lisa Sosa,83.71428571428571,B,601,Math,Physics
1728,Drew,Nelson,drew.nelson.1728@gslingacademy.com,male,6,False,65,68,74,50,98,60,83,Drew Nelson,71.14285714285714,C,1884,Biology,Chemistry
1729,Kimberly,Brooks,kimberly.brooks.1729@gslingacademy.com,female,8,True,94,83,72,63,65,63,74,Kimberly Brooks,73.42857142857143,C,1805,Math,Chemistry
1730,Carla,Lopez,carla.lopez.1730@gslingacademy.com,female,7,False,73,52,89,85,74,66,79,Carla Lopez,74.0,C,1775,Physics,History
1731,Keith,Smith,keith.smith.1731@gslingacademy.com,male,5,False,85,76,61,93,98,87,67,Keith Smith,81.0,B,994,Biology,Physics
1732,Eric,Erickson,eric.erickson.1732@gslingacademy.com,male,4,False,87,82,74,77,100,93,65,Eric Erickson,82.57142857142857,B,752,Biology,Geography
1733,Juan,Baker,juan.baker.1733@gslingacademy.com,male,5,False,77,58,90,72,75,88,90,Juan Baker,78.57142857142857,C,1338,Physics,History
1734,Kyle,Harrison,kyle.harrison.1734@gslingacademy.com,male,1,False,85,60,92,92,85,62,84,Kyle Harrison,80.0,B,1134,Physics,History
1735,Duane,Meyers,duane.meyers.1735@gslingacademy.com,male,2,False,91,69,90,76,79,80,82,Duane Meyers,81.0,B,994,Math,History
1736,Marissa,May,marissa.may.1736@gslingacademy.com,female,1,False,86,96,83,78,71,78,75,Marissa May,81.0,B,994,History,Biology
1737,Shane,Lopez,shane.lopez.1737@gslingacademy.com,male,1,False,78,80,72,65,90,99,95,Shane Lopez,82.71428571428571,B,730,English,Chemistry
1738,Eric,Obrien,eric.obrien.1738@gslingacademy.com,male,3,False,71,92,92,96,81,81,85,Eric Obrien,85.42857142857143,B,436,Chemistry,Math
1739,Kevin,Joyce,kevin.joyce.1739@gslingacademy.com,male,4,False,72,85,92,83,84,96,81,Kevin Joyce,84.71428571428571,B,494,English,Math
1740,Thomas,Ward,thomas.ward.1740@gslingacademy.com,male,3,False,88,92,88,100,89,94,87,Thomas Ward,91.14285714285714,A,110,Chemistry,Geography
1741,Toni,Smith,toni.smith.1741@gslingacademy.com,female,5,False,68,100,94,69,93,64,93,Toni Smith,83.0,B,688,History,English
1742,Caitlin,Moody,caitlin.moody.1742@gslingacademy.com,female,2,False,81,75,94,93,87,77,67,Caitlin Moody,82.0,B,832,Physics,Geography
1743,Justin,Ryan,justin.ryan.1743@gslingacademy.com,male,1,False,92,69,92,91,82,89,69,Justin Ryan,83.42857142857143,B,635,Math,History
1744,Joseph,Griffin,joseph.griffin.1744@gslingacademy.com,male,0,False,84,64,82,81,85,84,89,Joseph Griffin,81.28571428571429,B,957,Geography,History
1745,Dawn,Fox,dawn.fox.1745@gslingacademy.com,female,2,True,89,60,82,90,96,67,68,Dawn Fox,78.85714285714286,C,1306,Biology,History
1746,David,Ochoa,david.ochoa.1746@gslingacademy.com,male,1,False,94,66,84,92,71,81,99,David Ochoa,83.85714285714286,B,583,Geography,History
1747,Bonnie,Brown,bonnie.brown.1747@gslingacademy.com,female,1,True,64,89,91,99,60,98,93,Bonnie Brown,84.85714285714286,B,479,Chemistry,Biology
1748,Michael,Evans,michael.evans.1748@gslingacademy.com,male,5,False,81,88,85,90,93,62,96,Michael Evans,85.0,B,465,Geography,English
1749,Molly,Meadows,molly.meadows.1749@gslingacademy.com,female,1,True,80,93,89,79,89,93,100,Molly Meadows,89.0,B,201,Geography,Chemistry
1750,Dana,Peters,dana.peters.1750@gslingacademy.com,female,4,False,75,65,66,79,91,82,72,Dana Peters,75.71428571428571,C,1646,Biology,History
1751,Patricia,Phelps,patricia.phelps.1751@gslingacademy.com,female,4,True,87,90,98,90,83,94,84,Patricia Phelps,89.42857142857143,B,179,Physics,Biology
1752,Maria,Jones,maria.jones.1752@gslingacademy.com,female,7,False,58,50,73,54,94,51,74,Maria Jones,64.85714285714286,D,1990,Biology,History
1753,Anthony,Johns,anthony.johns.1753@gslingacademy.com,male,3,False,60,90,87,91,78,77,82,Anthony Johns,80.71428571428571,B,1035,Chemistry,Math
1754,David,Schmidt,david.schmidt.1754@gslingacademy.com,male,5,False,91,70,88,68,88,63,68,David Schmidt,76.57142857142857,C,1567,Math,English
1755,Amanda,Cox,amanda.cox.1755@gslingacademy.com,female,3,False,95,97,89,97,99,85,92,Amanda Cox,93.42857142857143,A,37,Biology,English
1756,William,Patterson,william.patterson.1756@gslingacademy.com,male,3,False,70,100,92,73,67,68,76,William Patterson,78.0,C,1411,History,Biology
1757,Sydney,Wood,sydney.wood.1757@gslingacademy.com,female,2,False,76,100,94,81,60,85,73,Sydney Wood,81.28571428571429,B,957,History,Biology
1758,Donald,Fischer,donald.fischer.1758@gslingacademy.com,male,5,False,79,65,78,65,57,99,92,Donald Fischer,76.42857142857143,C,1578,English,Biology
1759,Anthony,Palmer,anthony.palmer.1759@gslingacademy.com,male,4,False,92,96,92,63,73,60,81,Anthony Palmer,79.57142857142857,C,1200,History,English
1760,Christina,Garcia,christina.garcia.1760@gslingacademy.com,female,5,False,89,73,71,97,78,99,60,Christina Garcia,81.0,B,994,English,Geography
1761,Misty,Anderson,misty.anderson.1761@gslingacademy.com,female,3,False,85,95,77,71,75,95,94,Misty Anderson,84.57142857142857,B,505,History,Chemistry
1762,Shannon,Weber,shannon.weber.1762@gslingacademy.com,female,2,False,92,66,88,91,61,84,69,Shannon Weber,78.71428571428571,C,1317,Math,Biology
1763,Jennifer,Palmer,jennifer.palmer.1763@gslingacademy.com,female,2,False,87,63,79,81,95,75,64,Jennifer Palmer,77.71428571428571,C,1446,Biology,History
1764,Michael,Arnold,michael.arnold.1764@gslingacademy.com,male,5,False,77,77,97,66,87,73,75,Michael Arnold,78.85714285714286,C,1306,Physics,Chemistry
1765,James,Hernandez,james.hernandez.1765@gslingacademy.com,male,10,False,73,56,59,62,58,83,80,James Hernandez,67.28571428571429,D,1957,English,History
1766,Erin,Cannon,erin.cannon.1766@gslingacademy.com,female,0,False,91,85,81,93,100,87,77,Erin Cannon,87.71428571428571,B,260,Biology,Geography
1767,Nicole,Lee,nicole.lee.1767@gslingacademy.com,female,7,True,76,96,89,83,78,54,61,Nicole Lee,76.71428571428571,C,1553,History,English
1768,Jacob,Ross,jacob.ross.1768@gslingacademy.com,male,4,False,86,70,94,96,74,67,60,Jacob Ross,78.14285714285714,C,1388,Chemistry,Geography
1769,Morgan,Cisneros,morgan.cisneros.1769@gslingacademy.com,female,5,False,81,77,88,92,65,92,87,Morgan Cisneros,83.14285714285714,B,670,Chemistry,Biology
1770,Amber,Stuart,amber.stuart.1770@gslingacademy.com,female,4,True,98,88,88,89,90,90,90,Amber Stuart,90.42857142857143,A,137,Math,History
1771,Tyler,Griffin,tyler.griffin.1771@gslingacademy.com,male,3,False,88,67,96,70,66,76,71,Tyler Griffin,76.28571428571429,C,1595,Physics,Biology
1772,Daniel,Gonzalez,daniel.gonzalez.1772@gslingacademy.com,male,2,True,85,83,94,100,89,68,89,Daniel Gonzalez,86.85714285714286,B,318,Chemistry,English
1773,Joseph,Jones,joseph.jones.1773@gslingacademy.com,male,2,False,90,89,96,94,100,88,85,Joseph Jones,91.71428571428571,A,90,Biology,Geography
1774,Jessica,Hampton,jessica.hampton.1774@gslingacademy.com,female,5,False,97,83,93,67,85,63,66,Jessica Hampton,79.14285714285714,C,1264,Math,English
1775,Deborah,Butler,deborah.butler.1775@gslingacademy.com,female,6,True,78,84,71,93,78,78,87,Deborah Butler,81.28571428571429,B,957,Chemistry,Physics
1776,Julie,Black,julie.black.1776@gslingacademy.com,female,8,False,53,98,90,81,61,65,93,Julie Black,77.28571428571429,C,1493,History,Math
1777,Bryan,Dorsey,bryan.dorsey.1777@gslingacademy.com,male,10,False,77,53,92,98,56,53,93,Bryan Dorsey,74.57142857142857,C,1739,Chemistry,History
1778,Chad,Gomez,chad.gomez.1778@gslingacademy.com,male,3,False,97,88,94,75,66,91,64,Chad Gomez,82.14285714285714,B,807,Math,Geography
1779,Andrew,Clark,andrew.clark.1779@gslingacademy.com,male,4,False,88,100,58,59,96,64,87,Andrew Clark,78.85714285714286,C,1306,History,Physics
1780,Brian,Wright,brian.wright.1780@gslingacademy.com,male,3,True,98,67,80,68,80,88,85,Brian Wright,80.85714285714286,B,1019,Math,History
1781,Jessica,Smith,jessica.smith.1781@gslingacademy.com,female,8,True,92,78,78,85,94,94,73,Jessica Smith,84.85714285714286,B,479,Biology,Geography
1782,Thomas,Brooks,thomas.brooks.1782@gslingacademy.com,male,5,False,92,92,74,96,95,77,76,Thomas Brooks,86.0,B,380,Chemistry,Physics
1783,Kimberly,Knox,kimberly.knox.1783@gslingacademy.com,female,3,False,86,99,87,88,99,89,86,Kimberly Knox,90.57142857142857,A,131,History,Math
1784,Jamie,Mccarthy,jamie.mccarthy.1784@gslingacademy.com,male,5,False,91,69,97,76,97,81,86,Jamie Mccarthy,85.28571428571429,B,446,Physics,History
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,3,False,92,75,100,78,32,84,69,Kristen Werner,75.71428571428571,C,1646,Physics,Biology
1786,Jonathan,Weiss,jonathan.weiss.1786@gslingacademy.com,male,2,False,82,75,93,67,69,65,74,Jonathan Weiss,75.0,C,1704,Physics,English
1787,Renee,Smith,renee.smith.1787@gslingacademy.com,female,1,False,99,81,92,86,65,99,79,Renee Smith,85.85714285714286,B,394,Math,Biology
1788,Tony,Hopkins,tony.hopkins.1788@gslingacademy.com,male,2,False,95,90,65,84,86,88,94,Tony Hopkins,86.0,B,380,Math,Physics
1789,Thomas,Buckley,thomas.buckley.1789@gslingacademy.com,male,3,False,100,93,99,65,72,79,88,Thomas Buckley,85.14285714285714,B,458,Math,Chemistry
1790,Debra,Evans,debra.evans.1790@gslingacademy.com,female,5,True,79,86,84,84,63,82,94,Debra Evans,81.71428571428571,B,890,Geography,Biology
1791,Richard,Bell,richard.bell.1791@gslingacademy.com,male,3,True,80,95,96,96,94,84,93,Richard Bell,91.14285714285714,A,110,Physics,Math
1792,Katelyn,Watkins,katelyn.watkins.1792@gslingacademy.com,female,4,False,93,81,88,90,89,95,81,Katelyn Watkins,88.14285714285714,B,235,English,History
1793,Michele,Stout,michele.stout.1793@gslingacademy.com,female,5,True,95,75,79,79,93,85,71,Michele Stout,82.42857142857143,B,769,Math,Geography
1794,Lisa,Estes,lisa.estes.1794@gslingacademy.com,female,0,False,81,92,76,81,73,92,63,Lisa Estes,79.71428571428571,C,1178,History,Geography
1795,Casey,Hall,casey.hall.1795@gslingacademy.com,female,1,False,75,88,63,64,84,74,72,Casey Hall,74.28571428571429,C,1753,History,Physics
1796,Joshua,Cole,joshua.cole.1796@gslingacademy.com,male,4,False,80,69,70,60,71,60,89,Joshua Cole,71.28571428571429,C,1882,Geography,Chemistry
1797,Andrew,Jackson,andrew.jackson.1797@gslingacademy.com,male,4,False,52,81,62,77,74,91,92,Andrew Jackson,75.57142857142857,C,1664,Geography,Math
1798,Karen,Rodriguez,karen.rodriguez.1798@gslingacademy.com,female,3,False,95,94,82,87,93,93,90,Karen Rodriguez,90.57142857142857,A,131,Math,Physics
1799,Sara,Johnson,sara.johnson.1799@gslingacademy.com,female,2,False,99,70,97,93,87,90,88,Sara Johnson,89.14285714285714,B,194,Math,History
1800,Alyssa,Costa,alyssa.costa.1800@gslingacademy.com,female,5,False,85,87,68,74,74,85,68,Alyssa Costa,77.28571428571429,C,1493,History,Physics
1801,Daniel,Poole,daniel.poole.1801@gslingacademy.com,male,4,True,96,89,86,84,64,60,66,Daniel Poole,77.85714285714286,C,1432,Math,English
1802,Ricardo,Juarez,ricardo.juarez.1802@gslingacademy.com,male,7,False,91,63,86,81,90,98,63,Ricardo Juarez,81.71428571428571,B,890,English,History
1803,Tony,Castillo,tony.castillo.1803@gslingacademy.com,male,1,False,89,82,76,92,97,66,60,Tony Castillo,80.28571428571429,B,1099,Biology,Geography
1804,Brian,Kelly,brian.kelly.1804@gslingacademy.com,male,1,False,98,87,96,89,100,85,91,Brian Kelly,92.28571428571429,A,73,Biology,English
1805,Tyler,Moore,tyler.moore.1805@gslingacademy.com,male,2,False,100,82,72,97,74,75,81,Tyler Moore,83.0,B,688,Math,Physics
1806,Sharon,Martinez,sharon.martinez.1806@gslingacademy.com,female,2,False,75,71,68,91,79,62,94,Sharon Martinez,77.14285714285714,C,1513,Geography,English
1807,Mary,Malone,mary.malone.1807@gslingacademy.com,female,3,False,74,63,74,63,78,90,83,Mary Malone,75.0,C,1704,English,History
1808,Rebecca,Huang,rebecca.huang.1808@gslingacademy.com,female,7,False,85,99,87,85,91,88,90,Rebecca Huang,89.28571428571429,B,187,History,Math
1809,Alan,Santos,alan.santos.1809@gslingacademy.com,male,3,True,86,87,97,92,85,99,86,Alan Santos,90.28571428571429,A,143,English,Biology
1810,Martin,Duran,martin.duran.1810@gslingacademy.com,male,4,True,91,71,99,96,85,79,74,Martin Duran,85.0,B,465,Physics,History
1811,Christopher,Gutierrez,christopher.gutierrez.1811@gslingacademy.com,male,2,False,90,76,100,73,90,64,86,Christopher Gutierrez,82.71428571428571,B,730,Physics,English
1812,Brandy,Maldonado,brandy.maldonado.1812@gslingacademy.com,female,6,False,91,91,92,95,98,91,85,Brandy Maldonado,91.85714285714286,A,87,Biology,Geography
1813,Brenda,Sanders,brenda.sanders.1813@gslingacademy.com,female,6,False,80,83,93,81,95,87,61,Brenda Sanders,82.85714285714286,B,709,Biology,Geography
